信息来源地址,公司名称,联系电话,公司邮箱,公司网站,iF奖获得情况
https://ifworlddesignguide.com/profile/2977-wmf,WMF,Phone +49 7331 251,info@wmf-group.com,http://www.wmf-group.com,"TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 3,of 246,TOP 3,Tableware,2016 - 2020,TOP 100,of 4610,TOP 100,Companies,2016 - 2020||TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 3,of 246,TOP 3,Tableware,2016 - 2020,TOP 100,of 4610,TOP 100,Companies,2016 - 2020||TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 3,of 246,TOP 3,Tableware,2016 - 2020,TOP 100,of 4610,TOP 100,Companies,2016 - 2020||TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 3,of 246,TOP 3,Tableware,2016 - 2020,TOP 100,of 4610,TOP 100,Companies,2016 - 2020||"
https://ifworlddesignguide.com/profile/2977-wmf,WMF,Phone +49 7331 251,info@wmf-group.com,http://www.wmf-group.com,"TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 3,of 246,TOP 3,Tableware,2016 - 2020,TOP 100,of 4610,TOP 100,Companies,2016 - 2020||TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 3,of 246,TOP 3,Tableware,2016 - 2020,TOP 100,of 4610,TOP 100,Companies,2016 - 2020||TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 3,of 246,TOP 3,Tableware,2016 - 2020,TOP 100,of 4610,TOP 100,Companies,2016 - 2020||TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 3,of 246,TOP 3,Tableware,2016 - 2020,TOP 100,of 4610,TOP 100,Companies,2016 - 2020||"
https://ifworlddesignguide.com/profile/2977-wmf,WMF,Phone +49 7331 251,info@wmf-group.com,http://www.wmf-group.com,"TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 3,of 246,TOP 3,Tableware,2016 - 2020,TOP 100,of 4610,TOP 100,Companies,2016 - 2020||TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 3,of 246,TOP 3,Tableware,2016 - 2020,TOP 100,of 4610,TOP 100,Companies,2016 - 2020||TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 3,of 246,TOP 3,Tableware,2016 - 2020,TOP 100,of 4610,TOP 100,Companies,2016 - 2020||TOP 100,of 1547,TOP 100,Germany,2016 - 2020,TOP 100,of 2673,TOP 100,Europe,2016 - 2020,TOP 3,of 246,TOP 3,Tableware,2016 - 2020,TOP 100,of 4610,TOP 100,Companies,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1181-philips,Philips,Phone +31-6-55987828,inge.wagemakers@philips.com,http://www.philips.com/design,"BEST OF,of 2673,BEST OF,Europe,2016 - 2020,BEST OF,of 506,BEST OF,Health/Medical,2016 - 2020,BEST OF,of 234,BEST OF,Lighting,2016 - 2020,BEST OF,of 132,BEST OF,Service Design,2016 - 2020||BEST OF,of 2673,BEST OF,Europe,2016 - 2020,BEST OF,of 506,BEST OF,Health/Medical,2016 - 2020,BEST OF,of 234,BEST OF,Lighting,2016 - 2020,BEST OF,of 132,BEST OF,Service Design,2016 - 2020||BEST OF,of 2673,BEST OF,Europe,2016 - 2020,BEST OF,of 506,BEST OF,Health/Medical,2016 - 2020,BEST OF,of 234,BEST OF,Lighting,2016 - 2020,BEST OF,of 132,BEST OF,Service Design,2016 - 2020||BEST OF,of 2673,BEST OF,Europe,2016 - 2020,BEST OF,of 506,BEST OF,Health/Medical,2016 - 2020,BEST OF,of 234,BEST OF,Lighting,2016 - 2020,BEST OF,of 132,BEST OF,Service Design,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
https://ifworlddesignguide.com/profile/2244-carl-zeiss-ag,Carl Zeiss AG,Phone +49 7364 20 2978,michael.pollmann@zeiss.com,http://www.zeiss.de/photo,
https://ifworlddesignguide.com/profile/1182-siemens-ag,Siemens AG,Phone +49 911 895-0,,https://www.siemens.com,"TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||TOP 50,of 4610,TOP 50,Companies,2016 - 2020,TOP 25,of 1547,TOP 25,Germany,2016 - 2020,TOP 25,of 2673,TOP 25,Europe,2016 - 2020,TOP 3,of 334,TOP 3,Industry,2016 - 2020||"
